source_text_sha256,source_text_zh,display_text_en,review_status
1ca66b60f1a84e1655e2c2298f485fb044d45fd7f0e12ea04fe4e1dc343c5365,【习近平主持召开中央全面深化改革委员会第二次会议强调 建设更高水平开放型经济新体制 推动能耗双控逐步转向碳排放双控】中共中央总书记、国家主席、中央军委主席、中央全面深化改革委员会主任习近平7月11日下午主持召开中央全面深化改革委员会第二次会议，审议通过了《关于建设更高水平开放型经济新体制促进构建新发展格局的意见》、《深化农村改革实施方案》、《关于推动能耗双控逐步转向碳排放双控的意见》、《关于高等学校、科研院所薪酬制度改革试点的意见》、《关于进一步深化石油天然气市场体系改革提升国家油气安全保障能力的实施意见》、《关于深化电力体制改革加快构建新型电力系统的指导意见》。（央视新闻）,"[Xi Jinping Chairs the Second Meeting of the Central Commission for Comprehensively Deepening Reform, Emphasising the Establishment of a Higher-Standard Open-Economy System and Promoting a Gradual Shift from Dual Controls on Energy Consumption to Dual Controls on Carbon Emissions] Xi Jinping, General Secretary of the Communist Party of China Central Committee, President of China, Chairman of the Central Military Commission, and Director of the Central Commission for Comprehensively Deepening Reform, chaired the second meeting of the Central Commission for Comprehensively Deepening Reform on the afternoon of July 11. The meeting reviewed and approved the Opinions on Establishing a Higher-Standard Open-Economy System to Promote the Creation of a New Development Pattern, the Implementation Plan for Deepening Rural Reform, the Opinions on Promoting a Gradual Shift from Dual Controls on Energy Consumption to Dual Controls on Carbon Emissions, the Opinions on Piloting Reform of the Remuneration System at Higher-Education Institutions and Research Institutes, the Implementation Opinions on Further Deepening Reform of the Oil and Gas Market System and Enhancing the Country's Capacity to Safeguard Oil and Gas Security, and the Guiding Opinions on Deepening Power-System Reform and Accelerating the Establishment of a New Power System. (CCTV News)",REVIEWED
1dc9a99e227ee770536d410a7627ec7a32bba6497254dcd5dc9465dc6e41cfb5,中国人民银行货币政策委员会于近期召开了2023年第二季度例会，提出了加大逆周期调节力度、保交楼贷款支持计划和支持科技型企业融资行动方案等重要意见。这些措施将成为下半年货币政策的关键内容。会议强调要加强逆周期调节，可能在需要时采取降准和降息等工具；同时，继续实施“保交楼贷款支持计划”，以稳定房地产市场并推动经济恢复；此外，还提到要落实对科技型企业的融资支持方案，以促进实体经济发展。会议指出金融政策调整应适应经济形势变化，并呼吁商业银行与地方政府协调实施相关政策。,"The Monetary Policy Committee of the People's Bank of China recently held its regular meeting for the second quarter of 2023 and put forward important views including intensifying countercyclical adjustments, the loan-support programme for ensuring the delivery of pre-sold homes, and an action plan to support financing for technology companies. These measures will become key elements of monetary policy in the second half of the year. The meeting stressed the need to strengthen countercyclical adjustments, possibly using tools such as cuts to the reserve requirement ratio and interest rates when needed; at the same time, to continue implementing the loan-support programme for ensuring the delivery of pre-sold homes in order to stabilise the property market and promote economic recovery; and, in addition, to implement the financing-support plan for technology companies in order to promote development of the real economy. The meeting stated that financial-policy adjustments should adapt to changes in economic conditions and called on commercial banks and local governments to coordinate the implementation of the relevant policies.",REVIEWED
25db4f87946e3fbf53b1b1e864863bc8fdf51fb7af893d5a151e456891d58eaa,6月20日，中国人民银行公布1年期贷款市场报价利率（LPR）下调至3.55%，5年期以上LPR降至4.2%，均降低10个基点。这是自2022年8月以来的首次下调，旨在刺激实体经济和提振房地产市场信心。专家分析认为，LPR的下降将促进银行贷款利率降低，从而激发融资需求并有助于房地产平稳发展。此外，业内人士预测后续货币政策可能进一步加码，包括降准和推出结构性政策工具，以支持高技术制造业等领域的发展。,"On June 20, the People's Bank of China announced that the one-year loan prime rate (LPR) had been lowered to 3.55% and the LPR for terms of more than five years had been lowered to 4.2%, both decreases of 10 basis points. This was the first reduction since August 2022 and was intended to stimulate the real economy and bolster confidence in the property market. Experts analysed that the decline in the LPR would lead to lower bank lending rates, thereby stimulating financing demand and helping the property sector develop steadily. In addition, industry participants predicted that monetary policy might be intensified further, including a cut to the reserve requirement ratio and the introduction of structural policy tools, to support the development of fields such as high-technology manufacturing.",REVIEWED
2e8a417985fdbdb6f8998c3786419f347cfb62e298f5a59d35b62c138742ddb4,"7月3日，卫宁健康公告称，公司实际控制人和董事长周炜于7月1日被茂名市监察委员会实施留置措施。公司其他管理层正常履职，目前经营未受影响。卫宁健康成立于1994年，是国内医疗健康信息化的龙头企业，截至公告发布，股价跌停至8.66元，总市值186亿元。周炜持有176,474,241股，估算市值约15.24亿元，其年薪为75万元。此外，卫宁健康正在研发医疗AI大语言模型WiNGPT，并与华为云建立战略合作关系。","On July 3, Winning Health announced that Zhou Wei, the company's actual controller and chairman, had been placed under detention measures by the Maoming Municipal Supervisory Commission on July 1. The company's other management personnel are performing their duties normally, and operations have not currently been affected. Founded in 1994, Winning Health is a leading domestic healthcare informatisation company. As of the announcement, its share price had fallen by the daily limit to RMB 8.66, giving it a total market capitalisation of RMB 18.6 billion. Zhou Wei holds 176,474,241 shares with an estimated market value of approximately RMB 1.524 billion, and his annual salary is RMB 750,000. In addition, Winning Health is developing the medical AI large language model WiNGPT and has established a strategic partnership with Huawei Cloud.",REVIEWED
2f8094999b42674611d1824ba6c5648e37654a1c5450af724ca08df58e939bcc,据中证报，中国人民银行授权全国银行间同业拆借中心6月20日公布，1年期贷款市场报价利率（LPR）为3.55%，5年期以上LPR为4.2%，均较上一期下降10个基点。专家认为，LPR下调将带动银行贷款利率下行，进而激发实体经济融资需求、提振房地产市场信心...,"According to China Securities Journal, the National Interbank Funding Center, authorised by the People's Bank of China, announced on June 20 that the one-year loan prime rate (LPR) was 3.55% and the LPR for terms of more than five years was 4.2%, both down 10 basis points from the previous period. Experts believe that the LPR reductions will drive bank lending rates lower, thereby stimulating financing demand in the real economy and bolstering confidence in the property market...",REVIEWED
33289805e533e7abccf72d3eb56142f6198e414e305e5c38d2be3cd2351479be,中国人民银行货币政策委员会于6月28日在北京召开了2023年第二季度例会，会议指出当前宏观经济需求仍不强，外部环境复杂严峻，国内经济复苏力度不足。新增表述“内生动力还不强、需求驱动仍不足”反映出消费和投资增速低迷。央行强调将加大宏观政策调控力度，实施稳健的货币政策，并支持扩大内需和改善消费环境。同时，为应对人民币贬值风险，会议提出要稳定汇率并深化市场化改革。此外，物价走势受到关注，但预计下半年CPI将逐步回升。,"The Monetary Policy Committee of the People's Bank of China held its regular meeting for the second quarter of 2023 in Beijing on June 28. The meeting stated that current macroeconomic demand remained weak, the external environment was complex and severe, and the domestic economic recovery lacked strength. The new wording, 'endogenous momentum remains weak and demand-driven growth remains insufficient,' reflected sluggish growth in consumption and investment. The central bank stressed that it would intensify macro-policy regulation, implement prudent monetary policy, and support the expansion of domestic demand and improvement of the consumption environment. At the same time, to address the risk of renminbi depreciation, the meeting proposed stabilising the exchange rate and deepening market-oriented reforms. In addition, price trends received attention, although the CPI was expected to rise gradually in the second half of the year.",REVIEWED
333f1cca0bb8c098531136d6caa6e30620b553bd0783985fedc147e3dbb19d38,中国人民银行近期下调了MLF操作利率和7天期逆回购利率，市场人士普遍认为这可能标志着降息周期的开始。5月份的金融数据显示，社会融资规模和人民币贷款均低于预期，这引发了对政策加码的预期。分析师指出，此次降息旨在刺激经济，缓解疲软的信贷需求。尽管降息是一个积极信号，但专家认为仍需更多政策支持来提振经济活力，包括降低存款准备金率和加强对房地产等行业的支持措施。同时，市场预计未来LPR也将随之调整，以进一步促进信贷增长。,"The People's Bank of China recently lowered the medium-term lending facility (MLF) operation rate and the seven-day reverse-repurchase rate, and market participants generally believe this may mark the beginning of an interest-rate-cut cycle. Financial data for May showed that both aggregate social financing and renminbi loans were below expectations, prompting expectations of stronger policy action. Analysts noted that the rate cuts were intended to stimulate the economy and alleviate weak credit demand. Although the rate cuts were a positive signal, experts believed that more policy support was still needed to boost economic vitality, including reducing the reserve requirement ratio and strengthening support measures for sectors such as property. At the same time, the market expected the LPR to be adjusted accordingly in the future to promote further credit growth.",REVIEWED
338a16bbccddc9b54f799429908658681756d2b2c7ace16453cef79d428bf7fa,6月15日，中国人民银行宣布中期借贷便利（MLF）利率下调10个基点，此前7天期逆回购利率也已下降。这是自去年8月以来的首次MLF利率调整，分析师普遍预计6月份贷款市场报价利率（LPR）将大概率非对称下调，从而降低企业和居民特别是房贷利率。当前经济景气水平有所回落，政策利率的接连下调旨在提振市场信心并支持实体经济发展。,"On June 15, the People's Bank of China announced a 10-basis-point reduction in the medium-term lending facility (MLF) rate, after the seven-day reverse-repurchase rate had also fallen. This was the first adjustment to the MLF rate since August last year. Analysts generally expected the loan prime rates (LPRs) for June to be highly likely to decline asymmetrically, thereby reducing rates for businesses and households, particularly mortgage rates. The current level of economic activity had declined somewhat, and the successive reductions in policy rates were intended to bolster market confidence and support development of the real economy.",REVIEWED
35ed4d767f53f776e5c4c14a9db5dc1cd040bf094a96942e3191d3d86a33cff5,【央行：进一步疏通货币政策传导机制 保持流动性合理充裕】央行货币政策委员会召开2023年第二季度例会，进一步疏通货币政策传导机制，保持流动性合理充裕，保持信贷合理增长、节奏平稳，保持货币供应量和社会融资规模增速同名义经济增速基本匹配。继续发挥好已投放的政策性开发性金融工具资金作用，增强政府投资和政策激励的引导作用，有效带动激发民间投资。关注物价走势边际变化，保持物价水平基本稳定。保持再贷款再贴现工具的稳定性，延续实施普惠小微贷款支持工具和保交楼贷款支持计划，继续加大对普惠金融、绿色发展、科技创新、基础设施建设等国民经济重点领域和薄弱环节的支持力度，综合施策支持区域协调发展。,"[Central Bank: Further Unblock the Monetary-Policy Transmission Mechanism and Maintain Reasonably Ample Liquidity] The Monetary Policy Committee of the central bank held its regular meeting for the second quarter of 2023. It called for further unblocking the monetary-policy transmission mechanism, maintaining reasonably ample liquidity, keeping credit growth reasonable and its pace steady, and keeping growth in the money supply and aggregate social financing broadly in line with nominal economic growth. It called for continuing to make good use of funds already deployed through policy-based and development-oriented financial instruments, enhancing the guiding role of government investment and policy incentives, and effectively driving and stimulating private investment. It called for monitoring marginal changes in price trends and keeping the overall price level broadly stable. It called for maintaining the stability of relending and rediscount instruments, extending the implementation of the support instrument for inclusive loans to micro and small businesses and the loan-support programme for ensuring delivery of pre-sold homes, continuing to increase support for key fields and weak links in the national economy such as inclusive finance, green development, technological innovation, and infrastructure construction, and using a combination of measures to support coordinated regional development.",REVIEWED
3655ee58256d4e8a6aa0429a57451cbd58f341a131b9ce6f24bb9ab597dd0e77,【新能源汽车购置税减免政策出台 理想：达成目标没有任何借口 蔚来：相对燃油豪华车优势巨大】6月21日，财政部、税务总局、工业和信息化部联合发布《关于延续和优化新能源汽车车辆购置税减免政策的公告》明确：2024-2025年，购置新能源汽车免征车辆购置税；2026-2027年，购置税减半征收。对此，作为中国新能源造车新势力代表的蔚来和理想汽车迅速给予积极回应，表达对新政策的欢迎。“非常好，直接给出了四年的稳定政策，我们团队要达成2025年的公司战略目标就没有任何借口了。2025年销售160万辆，营收5000亿元，2026年初验证！”理想汽车创始人、董事长李想表示。蔚来有关负责人表示，从现在到2027年，纯电动车仍然享有购置税减免优惠，这将使得蔚来相对于燃油豪华车在购置成本上有巨大优势。新的纯电动车购置税政策实施后，根据新政策，蔚来换电模式下的车电分离方式，可以明显帮助用户降低购车成本，减少在购车环节的购置税支出。（上证报）,"[New-Energy Vehicle Purchase-Tax Relief Policy Introduced; Li Auto: No Excuse for Failing to Meet the Target; NIO: Huge Advantage over Luxury Fuel Vehicles] On June 21, the Ministry of Finance, the State Taxation Administration, and the Ministry of Industry and Information Technology jointly issued the Announcement on Extending and Optimising the Vehicle Purchase-Tax Relief Policy for New-Energy Vehicles. It specified that purchases of new-energy vehicles in 2024-2025 would be exempt from vehicle purchase tax, while purchases in 2026-2027 would be subject to half the tax. In response, NIO and Li Auto, representatives of China's new generation of new-energy vehicle manufacturers, quickly responded positively and welcomed the new policy. 'This is excellent. It directly provides four years of policy stability, so our team has no excuse for failing to achieve the company's 2025 strategic goals. Sell 1.6 million vehicles and generate revenue of RMB 500 billion in 2025, to be verified at the beginning of 2026!' said Li Xiang, founder and chairman of Li Auto. A relevant NIO representative said that from now until 2027, battery-electric vehicles would continue to enjoy vehicle purchase-tax relief, giving NIO a huge advantage over luxury fuel vehicles in terms of purchase cost. After the new purchase-tax policy for battery-electric vehicles takes effect, under the new policy NIO's separation of vehicle and battery through its battery-swapping model can clearly help users lower the cost of buying a vehicle and reduce vehicle purchase-tax expenditure at the time of purchase. (Shanghai Securities News)",REVIEWED
3679bed630a4390ee90ad539d2e43704290d52551493853b77c93929984433e1,6月20日，中国人民银行宣布贷款市场报价利率（LPR）首次降息，1年期和5年期LPR均下调10个基点，分别为3.55%和4.2%。此次降息预计将降低首套房和二套房的月供，分别减少57元和60元。分析人士认为，此次降息有助于刺激实体经济、促进投资与消费，并可能进一步推动其他宏观政策措施。尽管市场对此次同步降息预期较高，但5年期LPR的下调幅度略低于预期，反映出房地产市场的调整需求。同时，银行面临净息差压力，可能会继续采取措施降低存款利率以支持实体经济。整体来看，此次政策释放了稳增长信号，为经济复苏提供了支撑。,"On June 20, the People's Bank of China announced the first interest-rate cuts to the loan prime rates (LPRs), lowering both the one-year and five-year LPRs by 10 basis points to 3.55% and 4.2%, respectively. These rate cuts were expected to reduce the monthly payments on first-home and second-home mortgages by RMB 57 and RMB 60, respectively. Analysts believed the cuts would help stimulate the real economy, promote investment and consumption, and might further drive other macro-policy measures. Although the market had relatively strong expectations of simultaneous cuts, the reduction in the five-year LPR was slightly smaller than expected, reflecting the property market's need for adjustment. At the same time, banks faced pressure on their net interest margins and might continue taking measures to lower deposit rates to support the real economy. Overall, the policy sent a signal of stabilising growth and provided support for economic recovery.",REVIEWED
369b6cfbdbb5bbdb868f570fe4a096cc2b5478b1e8c95beebc5c87bec4d3ebb4,6月16日，国务院总理李强主持召开常务会议，审议通过支持科技型企业融资的行动方案和私募投资基金监督管理条例（草案），并讨论学位法草案。会议强调要采取有力措施推动经济持续回升，包括加大宏观政策调控、扩大有效需求、优化实体经济和防范重点领域风险。同时，为科技型企业提供多元化金融服务，并强化私募基金行业的监管，以打击非法集资行为。会议指出，尽管经济整体回升，但内生动力不足的问题依然突出，需要加强政策实施和储备以确保稳增长。,"On June 16, Premier Li Qiang chaired a State Council executive meeting that reviewed and approved an action plan to support financing for technology companies and draft regulations on the supervision and administration of private investment funds, and discussed a draft academic degrees law. The meeting stressed the need to adopt forceful measures to promote a sustained economic recovery, including strengthening macro-policy regulation, expanding effective demand, optimising the real economy, and guarding against risks in key fields. It also called for providing diversified financial services to technology companies and strengthening supervision of the private-fund industry to combat illegal fundraising. The meeting stated that although the economy was recovering overall, insufficient endogenous momentum remained a prominent problem, and policy implementation and reserves needed to be strengthened to ensure stable growth.",REVIEWED
3cde5c77854919f4b4b8224c3f3d3c42fbda593faf63e1d34f19403d887a351f,【哥大教授：商业地产陷入“厄运循环”，将引爆新一轮银行危机】哥伦比亚大学商学院房地产与金融教授范·纽维尔伯格(Stijn Van Nieuwerburgh)对商业地产的“城市厄运循环”发出了警告。随着时间的推移，质量较低的写字楼价值可能会下跌45%，整个写字楼行业的价值将下降5000亿美元。其后果可能会影响银行业和更广泛的经济，因为地区性银行是商业地产的主要融资来源，这意味着它们可能会遇到今年早些时候令硅谷银行和Signature Bank破产的同样问题。,"[Columbia Professor: Commercial Property Caught in a 'Doom Loop' That Will Trigger a New Banking Crisis] Stijn Van Nieuwerburgh, a professor of real estate and finance at Columbia Business School, warned of an 'urban doom loop' in commercial property. Over time, the value of lower-quality office buildings may fall by 45%, while the value of the office sector as a whole will decline by USD 500 billion. The consequences may affect the banking sector and the broader economy because regional banks are the principal source of financing for commercial property, meaning they may encounter the same problems that caused Silicon Valley Bank and Signature Bank to fail earlier this year.",REVIEWED
3d1f8376ca0756ca55d2484e32bcb2d41734065dc34ed1db947fd024b70da6e2,6月20日，中国人民银行公布最新贷款市场报价利率（LPR），1年期和5年期以上LPR均下降10个基点，分别为3.55%和4.2%。这是自2022年8月以来LPR的首次调整。本月中期借贷便利（MLF）的中标利率也下降至2.65%，而逆回购操作的中标利率降至1.9%。专家认为，政策利率的下降将有效降低实际贷款利率，从而刺激信贷需求，促进消费和投资增长。,"On June 20, the People's Bank of China announced the latest loan prime rates (LPRs). Both the one-year LPR and the LPR for terms of more than five years fell by 10 basis points, to 3.55% and 4.2%, respectively. This was the first LPR adjustment since August 2022. The winning bid rate on this month's medium-term lending facility (MLF) also fell to 2.65%, while the winning bid rate on reverse-repurchase operations declined to 1.9%. Experts believed that the reductions in policy rates would effectively lower actual lending rates, thereby stimulating credit demand and promoting growth in consumption and investment.",REVIEWED
3f218933997cee73e9a9a32d651cd61bb5f9a97396474389ca1157b049ce0006,【LPR下调10个基点 新一轮稳增长持续加码】证券时报文章指出，由于新发放贷款已基本参考LPR定价，LPR下调将有效发挥方向性和指导性作用，进一步降低企业综合融资成本和个人消费信贷成本，尤其将降低购房者的置业成本，进而刺激实体经济需求。虽然6月LPR下调幅度引发市场对于政策力度的讨论，但受访专家一致认为，LPR下调仅是新一轮宏观政策调整的“先手棋”，反映政策稳增长力度正在加码，后续财政、货币政策都有可能出台更多增量措施稳经济大盘。,"[LPRs Cut by 10 Basis Points as a New Round of Measures to Stabilise Growth Continues to Intensify] An article in Securities Times noted that, because newly issued loans are now generally priced with reference to the LPR, the reduction in the LPR would effectively play a directional and guiding role, further lowering companies' overall financing costs and individuals' consumer-credit costs. In particular, it would lower homebuyers' purchase costs and thereby stimulate demand in the real economy. Although the size of the LPR reduction in June prompted market discussion about the strength of policy, the experts interviewed unanimously believed that the reduction was only the 'opening move' in a new round of macro-policy adjustments, reflecting intensifying policy efforts to stabilise growth. Fiscal and monetary policies may subsequently introduce further incremental measures to stabilise the overall economy.",REVIEWED
